Ch1,Ch2,Ch3,cluster
1488.89282,1059.44214,403.7245,0
1438.67993,2153.10132,477.6586,10000
1473.40845,1005.30096,455.770752,0
1553.41113,1017.446,442.7496,0
1617.046,1031.25659,414.607178,0
1496.45728,1045.28186,408.8747,0
1574.11218,1007.21344,382.4491,0
1550.069,1037.82373,405.509247,0
4667.68359,1267.22046,443.831543,100000
1572.55237,1055.28955,9552.994,1000
1436.05359,1047.59021,396.62616,0
1567.21155,1046.00171,435.096252,0
1525.4967,1011.72125,352.093872,0
1580.82861,1026.79419,394.904449,0
1424.17188,1130.056,424.041138,0
1524.28247,1091.69128,376.705627,0
1569.50537,994.231262,414.366852,0
1477.36755,1049.6803,386.838,0
1648.40247,1095.1311,443.5176,0
1560.13074,1080.37048,384.9809,0
1470.36035,1116.148,425.96524,0
1489.7251,1053.42029,400.1673,0
1551.15527,1083.43542,460.604553,0
1618.12988,1024.15283,436.1457,0
1497.17542,2213.41821,451.2747,10000
