Ch1,Ch2,Cluster,droplet
4315.16,2145.975,0,144
4036.167,7704.448,1,145
4053.686,7670.242,1,146
4144.156,2090.703,0,147
4006.626,1914.741,0,148
4106.744,2084.203,0,149
4080.229,7486.203,1,150
4262.374,2092.484,0,151
4060.284,7408.068,1,152
4031.077,2014.44,0,153
4008.738,7415.223,1,154
4034.78,1964.497,0,155
4037.317,2036.484,0,156
4013.483,2095.904,0,157
4035.247,7839.474,1,158
3920.649,7700.277,1,159
4000.591,7337.073,1,160
4016.511,8041.971,1,161
4191.215,2218.379,0,162
15998.22,2019.756,10,163
3943.708,7184.022,1,164
3969.017,8005.279,1,165
4075.869,7913.793,1,166
4204.117,7595.737,1,167
4022.303,7271.612,1,168
3994.479,2107.908,0,169
3950.785,7452.277,1,170
3991.785,7268.816,1,171
4102.455,2067.974,0,172
3992.807,6926.139,1,173
4249.98,7373.324,1,174
4097.7,7720.455,1,175
4031.592,7482.878,1,176
10678.17,7352.946,11,177
3990.712,7460.626,1,178
3908.349,7769.034,1,179
3974.314,7169.945,1,180
3975.316,7519.058,1,181
4169.096,2120.668,0,182
4022.457,8088.388,1,183
4337.75,2229.345,0,184
4170.593,2078.319,0,185
4157.373,2033.328,0,186
4141.894,7418.647,1,187
3983.621,7999.856,1,188
3943.823,7864.916,1,189
3945.395,7626.603,1,190
3959.252,7563.269,1,191
4023.515,1983.323,0,192
14994.44,2179.613,10,193
4213.758,7155.988,1,194
4179.089,2003.324,0,195
4088.877,8083.997,1,196
4158.931,6944.072,1,197
4050.213,7837.308,1,198
4134.491,2043.719,0,199
4046.748,7330.306,1,200
3947.395,7556.008,1,201
3998.196,7999.702,1,202
4066.361,2077.027,0,203
4172.055,8088.834,1,204
4038.834,1974.494,0,205
4101.019,2130.509,0,206
3994.621,7333.423,1,207
4057.072,7824.642,1,208
4037.959,7881.5,1,209
4198.593,2243.633,0,210
4103.198,2047.088,0,211
3972.782,7525.837,1,212
4226.315,2153.674,0,213
3992.892,2023.646,0,214
3928.19,7459.42,1,215
3920.439,7307.855,1,216
4067.407,7803.216,1,217
3942.131,7467.37,1,218
4152.454,2111.296,0,219
3969.334,8070.914,1,220
4319.58,2171.383,0,221
3995.848,8136.52,1,222
4302.091,2139.28,0,223
4138.901,2228.431,0,224
4052.853,7503.676,1,225
4333.911,7484.4,1,226
3962.022,8016.333,1,227
4227.255,2179.795,0,228
4094.011,2054.043,0,229
4208.864,2126.045,0,230
4002.968,7613.271,1,231
3932.57,7433.471,1,232
3929.953,7412.855,1,233
4059.99,2074.708,0,234
3943.751,7922.818,1,235
4058.356,7450.232,1,236
4130.814,2193.006,0,237
4531.257,7339.269,1,238
3781.484,1934.086,0,239
3987.705,7122.609,1,240
3829.988,7484.816,1,241
4126.611,7754.548,1,242
4007.18,1934.652,0,243
3962.381,7128.008,1,244
4071.409,1934.605,0,245
3848.125,7629.974,1,246
3982.369,6976.39,1,247
4259.147,2178.262,0,248
4215.692,7290.112,1,249
4219.059,7278.025,1,250
4114.703,1997.642,0,251
4010.833,7420.505,1,252
4130.655,2020.098,0,253
4100.425,7453.303,1,254
3986.441,1995.681,0,255
4093.065,1986.587,0,256
3914.337,7667.756,1,257
4024.467,7045.956,1,258
4079.247,7092.331,1,259
3971.855,7512.39,1,260
4008.373,2084.814,0,261
3991.346,7720.595,1,262
4011.9,6889.287,1,263
4088.39,7701.913,1,264
3986.501,7314.294,1,265
4210.556,2145.487,0,266
4412.902,7122.384,1,267
4310.855,2129.633,0,268
4184.965,1977.677,0,269
4159.96,7323.902,1,270
4391.889,2227.186,0,271
4033.379,7610.091,1,272
3996.677,7573.606,1,273
4146.549,2148.412,0,274
3939.908,7358.326,1,275
4246.775,7547.243,1,276
3989.987,7259.471,1,277
3965.392,7725.208,1,278
4020.175,7619.266,1,279
3981.436,8191.71,1,280
3964.277,7283.52,1,281
4005.849,7181.197,1,282
3938.35,7050.763,1,283
4015.33,1985.407,0,284
3889.535,7429.152,1,285
4036.173,7432.534,1,286
4111.171,7911.83,1,287
3922.097,7696.623,1,288
4002.656,2116.693,0,289
3915.638,7406.089,1,290
4021.667,8031.083,1,291
3966.086,7728.434,1,292
4381.771,7645.422,1,293
3889.807,7985.97,1,294
4180.523,7284.341,1,295
3957.294,7346.688,1,296
4045.861,7972.72,1,297
4012.213,1993.714,0,298
4128.702,1949.896,0,299
4006.84,7340.385,1,300
4195.158,7421.996,1,301
3884.209,7589.833,1,302
4157.789,7466.459,1,303
3955.039,7357.712,1,304
3959.522,7875.367,1,305
3959.632,6854.139,1,306
3994.158,7860.024,1,307
4064.373,2053.277,0,308
4212.6,1970.477,0,309
3969.748,7132.749,1,310
4441.964,7471.102,1,311
4102.005,7387.201,1,312
3995.179,7561.727,1,313
4084.663,8156.617,1,314
4033.651,7165.322,1,315
3978.811,7661.388,1,316
4053.43,7259.726,1,317
4023.124,1967.107,0,318
4069.246,2020.096,0,319
3996.138,2053.079,0,320
4032.425,2087.121,0,321
4090.114,2094.704,0,322
4102.27,7989.157,1,323
4255.706,2153.612,0,324
4088.448,7288.46,1,325
3947.525,7120.096,1,326
4138.186,2063.241,0,327
10389.86,1872.649,10,328
4197.02,6944.76,1,329
3894.897,7648.142,1,330
9791.831,7720.585,11,331
12143.62,1923.484,10,332
4111.372,2215.913,0,333
4259.76,2233.137,0,334
4012.563,7772.079,1,335
4058.37,2076.81,0,336
4140.009,7209.642,1,337
4032.679,2018.295,0,338
4125.536,6898.664,1,339
3988.179,2092.287,0,340
4179.191,2044.07,0,341
3978.614,7237.033,1,342
4028.528,7917.571,1,343
3988.877,7174.795,1,344
3970.248,7359.261,1,345
4088.433,2053.091,0,346
3970.073,7787.825,1,347
4044.011,1976.094,0,348
3935.106,7255.965,1,349
3952.117,7444.541,1,350
3902.832,7466.996,1,351
4119.651,2114.559,0,352
4020.396,7019.073,1,353
4019.762,7181.333,1,354
3967.206,7158.972,1,355
4251.447,7276.945,1,356
3979.084,1978.745,0,357
4031.057,7534.099,1,358
3957.294,7610.832,1,359
3908.651,7253.22,1,360
4181.184,7046.333,1,361
4096.527,7656.721,1,362
4209.222,7145.396,1,363
3988.161,7194.553,1,364
4179.35,7432.862,1,365
3853.244,7587.884,1,366
4079.608,2049.169,0,367
4137.062,2105.374,0,368
4173.941,2116.901,0,369
3928.49,7595.706,1,370
4094.817,2008.251,0,371
3955.761,7154.847,1,372
4195.063,7239.673,1,373
3908.945,7916.833,1,374
3915.821,7544.443,1,375
3991.609,8148.844,1,376
4024.037,7587.612,1,377
4039.803,7199.873,1,378
4160.409,2125.901,0,379
10782.86,7484.553,11,380
4119.789,7494.167,1,381
4259.884,2200.927,0,382
3902.641,7796.937,1,383
3938.502,7507.721,1,384
3880.493,7496.704,1,385
4107.828,2034.603,0,386
3956.964,1966.925,0,387
3959.461,7494.521,1,388
4036.382,6896.344,1,389
4022.616,6979.957,1,390
4342.621,7377.284,1,391
3967.421,7265.063,1,392
3943.066,7676.27,1,393
4068.253,2053.17,0,394
3968.033,7619.998,1,395
4039.04,1937.144,0,396
3948.856,7821.591,1,397
3810.82,7634.107,1,398
10681.77,1874,10,399
3984.497,7508.835,1,400
4150.052,1994.907,0,401
3961.638,6651.537,1,402
3981.341,6951.982,1,403
3959.287,7566.742,1,404
4069.265,1962.928,0,405
4000.574,2101.179,0,406
10842.6,7814.047,11,407
3981.768,7984.387,1,408
3962.156,7665.988,1,409
4058.327,2113.981,0,410
4063.964,2094,0,411
4276.31,7526.34,1,412
4064.944,7616.4,1,413
4132.056,2074.557,0,414
10564.17,7674.375,11,415
3986.345,6986.458,1,416
4076.021,2023.965,0,417
10161.18,2080.676,10,418
3897.497,7557.485,1,419
4014.748,1956.955,0,420
4212.002,7065.026,1,421
3907.353,7480.509,1,422
3994.413,7814.654,1,423
4093.789,7491.749,1,424
4276.783,2187.884,0,425
4288.118,2076.157,0,426
4157.088,1965.815,0,427
4320.099,7418.171,1,428
3968.864,2132.176,0,429
3973.966,7804.899,1,430
4139.153,2073.982,0,431
3954.322,7197.347,1,432
3852.437,7964.288,1,433
3959.489,7653.512,1,434
4176.073,7814.409,1,435
4038.122,7945.167,1,436
3970.177,7639.162,1,437
4045.766,2021.371,0,438
4062.003,2051.334,0,439
3885.205,7694.303,1,440
3983.702,7935.439,1,441
3936.839,7513.36,1,442
4272.569,7410.524,1,443
4097.749,2137.9,0,444
3974.453,7403.944,1,445
4032.089,2036.087,0,446
4036.71,7740.695,1,447
4078.16,8189.612,1,448
3994.364,6897.856,1,449
3893.611,7545.593,1,450
4007.513,7438.401,1,451
3968.255,7180.126,1,452
4052.563,7587.804,1,453
3912.017,7644.604,1,454
4165.027,2057.682,0,455
4607.846,2177.946,0,456
3987.572,7592.32,1,457
4028.474,8264.179,1,458
4135.259,2101.51,0,459
3935.855,7846.754,1,460
4197.43,7221.479,1,461
4175.198,7281.089,1,462
4264.243,1985.835,0,463
4431.405,2194.239,0,464
3945.303,7163.927,1,465
4165.801,2210.554,0,466
3996.921,7130.892,1,467
4002.908,7688.938,1,468
4121.712,2057.126,0,469
4215.05,2099.976,0,470
4115.149,7021.54,1,471
4087.132,7952.336,1,472
4066.3,1996.897,0,473
3923.605,7645.023,1,474
3889.455,7757.359,1,475
14465.58,7554.441,11,476
4006.644,2018.988,0,477
4245.008,1954.695,0,478
4056.398,2174.779,0,479
4211.074,7221.929,1,480
10607.24,7407.097,11,481
4093.225,7839.871,1,482
3981.413,7916.624,1,483
3967.073,7298.367,1,484
3925.013,7594.7,1,485
3909.56,7630.731,1,486
4123.55,6945.398,1,487
4035.546,2149.29,0,488
3982.569,7817.705,1,489
3970.426,7570.777,1,490
4009.622,8030.915,1,491
4185.542,7514.385,1,492
11027.53,7281.749,11,493
3985.388,7678.873,1,494
3979.918,7146.342,1,495
3924.338,6936.513,1,496
4040.547,7809.905,1,497
4393.883,2132.405,0,498
3943.292,7787.776,1,499
3998.209,6647.902,1,500
14977.93,7423.929,11,501
4051.562,7241.705,1,502
4013.391,7883.374,1,503
4040.26,8177.105,1,504
4107.366,2128.9,0,505
3991.844,7790.745,1,506
3939.441,7658.375,1,507
3965.033,7644.256,1,508
4150.584,7417.184,1,509
4037.705,2016.992,0,510
4381.65,7525.747,1,511
4052.417,7746.542,1,512
4186.357,7533.333,1,513
4297.089,7207.863,1,514
11929.77,2158.801,10,515
3802.994,7295.238,1,516
4144.587,2094.981,0,517
3954.261,7398.544,1,518
4130.293,7428.012,1,519
4005.699,7483.7,1,520
4142.125,2016.738,0,521
4036.232,7892.209,1,522
4258.306,2086.199,0,523
3985.384,1903.173,0,524
4207.007,2071.104,0,525
4014.808,7306.362,1,526
4217.156,7118.851,1,527
4255.946,6992.553,1,528
4119.928,2068.278,0,529
3852.072,7576.805,1,530
4028.333,7537.467,1,531
4362.211,2182.316,0,532
4010.447,7394.86,1,533
4291.671,2111.054,0,534
3878.065,7037.82,1,535
3925.467,6973.302,1,536
4017.025,7194.414,1,537
4116.906,2123.349,0,538
3994.079,7443.735,1,539
4292.706,2181.884,0,540
3968.632,7709.772,1,541
4185.498,7822.026,1,542
3918.551,7915.364,1,543
4031.216,7636.858,1,544
3987.868,7173.341,1,545
4405.078,7200.341,1,546
3994.948,8288.321,1,547
4023.29,7696.381,1,548
3963.388,8015.08,1,549
4116.517,2144.513,0,550
3946.96,7683.512,1,551
4098.315,2017.076,0,552
3993.028,1917.338,0,553
3897.147,7323.227,1,554
4228.813,2044.325,0,555
4088.519,7462.392,1,556
4268.105,2149.141,0,557
3997.102,7271.083,1,558
4027.375,7131.717,1,559
4116.745,2005.229,0,560
10739.73,7282.324,11,561
3927.48,7343.115,1,562
4012.858,2038.024,0,563
4075.851,7192.222,1,564
4050.583,2076.359,0,565
4038.757,7189.74,1,566
4016.205,7868.138,1,567
4169.56,2102.208,0,568
4044.381,2131.855,0,569
4281.672,7361.035,1,570
4014.124,7565.807,1,571
3896.167,7634.594,1,572
4094.88,1999.454,0,573
4033.67,1958.858,0,574
4047.289,7871.779,1,575
4019.21,7709.699,1,576
4223.862,7695.228,1,577
4141.582,7110.733,1,578
3965.821,7624.608,1,579
4323.991,2158.453,0,580
3886.753,7698.226,1,581
3903.499,7767.745,1,582
4251.771,2046.01,0,583
4199.229,7232.866,1,584
11040.58,7206.182,11,585
10533.67,7490.47,11,586
4074.696,1944.401,0,587
4084.358,8489.421,1,588
4148.716,2135.749,0,589
4231.043,7882.181,1,590
4031.799,2105.499,0,591
4170.855,1997.903,0,592
4061.89,7581.722,1,593
4198.497,2177.583,0,594
3932.989,7028.049,1,595
4165.234,2117.639,0,596
4148.399,2190.284,0,597
4099.621,2033.355,0,598
4204.508,7309.656,1,599
4399.169,7675.275,1,600
4001.99,7644.45,1,601
3985.121,7860.369,1,602
3993.629,7622.914,1,603
3977.535,7230.83,1,604
3985.865,2150.757,0,605
4066.521,7620.838,1,606
4004.807,7851.705,1,607
4339.874,7221.495,1,608
4038.662,2030.52,0,609
4132.407,7318.834,1,610
4009.035,2018.785,0,611
4033.419,2002.566,0,612
3932.261,7237.054,1,613
3969.968,2059.555,0,614
4118.883,7821.54,1,615
3955.54,7762.719,1,616
3982.137,7296.887,1,617
4105.918,7505.675,1,618
4043.17,1981.169,0,619
3961.483,6908.262,1,620
4181.65,2219.458,0,621
3966.836,7715.181,1,622
4132.879,7953.603,1,623
4081.594,7672.146,1,624
3899.722,7588.1,1,625
4054.403,7334.692,1,626
4131.009,1946.968,0,627
4018.204,7080.247,1,628
4025.156,7832.396,1,629
4144.777,1957.792,0,630
13846.37,7382.643,11,631
4331.175,7380.463,1,632
4042.821,7552.573,1,633
3968.46,7468.358,1,634
3988.837,7787.381,1,635
3969.696,7586.981,1,636
3901.468,7535.848,1,637
4411.158,2120.895,0,638
3991.337,7691.662,1,639
4053.756,7863.401,1,640
4051.951,2057.121,0,641
3939.362,7712.282,1,642
4099.711,2087.495,0,643
4017.2,1887.256,0,644
3986.458,7515.819,1,645
4498.605,2181.783,0,646
3954.862,1980.974,0,647
4152.087,2153.708,0,648
3961.96,1943.589,0,649
16019.75,2047.494,10,650
4169.093,1966.321,0,651
14106.68,7676.001,11,652
4339.306,2199.679,0,653
3945.121,7062.243,1,654
3948.827,7522.997,1,655
4499.823,6601.944,1,656
3938.228,7896.712,1,657
4025.984,7726.1,1,658
4076.469,2118.075,0,659
4122.313,2192.808,0,660
4290.126,6877.724,1,661
3992.99,2082.346,0,662
4332.729,2115.989,0,663
4060.101,2049.34,0,664
4108.631,8165.437,1,665
4074.874,2122.936,0,666
4006.686,7024.765,1,667
4081.193,7324.49,1,668
4043.018,2232.408,0,669
4119.359,2069.911,0,670
4077.463,2005.847,0,671
4066.71,7314.94,1,672
3960.96,7097.795,1,673
4013.145,1928.595,0,674
3968.59,7331.355,1,675
11103.96,7125.128,11,676
14774.46,1931.339,10,677
4177.01,6841.003,1,678
4183.862,2128.124,0,679
4360.438,7419.011,1,680
4030.874,7285.05,1,681
4032.043,6979.065,1,682
4237.228,2185.787,0,683
4055.292,7849.622,1,684
3965.305,7065.67,1,685
4227.247,7374.322,1,686
4069.572,7960.64,1,687
4166.024,2122.733,0,688
4105.49,1963.57,0,689
4107.408,8038.163,1,690
4020.751,6857.044,1,691
3895.814,7781.581,1,692
4149.998,2101.845,0,693
4116.368,7640.597,1,694
3966.456,7498.296,1,695
3842.68,7788.538,1,696
3882.306,1905.013,0,697
4208.02,7487.116,1,698
4323.509,2163.461,0,699
4021.745,7016.541,1,700
3945.647,7227.037,1,701
4023.695,7503.877,1,702
3953.982,7879.563,1,703
3906.413,6767.777,1,704
3929.799,7224.145,1,705
3997.135,8008.578,1,706
3996.06,7566.715,1,707
4042.717,7161.85,1,708
4330.865,7329.131,1,709
4023.888,8087.717,1,710
11264.52,7475.08,11,711
4083.906,7103.797,1,712
4417.245,7342.751,1,713
4036.405,7223.332,1,714
4011.473,2009.678,0,715
3893.299,7720.028,1,716
3969.144,7045.726,1,717
4174.918,2177.621,0,718
3967.061,7271.738,1,719
4060.391,7042.367,1,720
4151.597,2059.656,0,721
4036.112,8096.335,1,722
4080.436,1862.384,0,723
4016.188,6477.979,1,724
4094.154,2150.595,0,725
4031.808,2104.853,0,726
3979.376,8171.844,1,727
4061.295,7211.604,1,728
4037.851,7208.434,1,729
4418.194,2149.529,0,730
4122.292,1947.043,0,731
3921.745,7067.724,1,732
3919.351,7527.603,1,733
4083.735,7301.36,1,734
4086.789,7750.915,1,735
3888.416,7240.185,1,736
4004.65,1942.108,0,737
4109.379,2104.275,0,738
4108.59,1927.178,0,739
4111.998,8068.144,1,740
4279.348,7407.801,1,741
4106.787,2116.09,0,742
4068.312,2078.125,0,743
3956.768,7338.551,1,744
4074.969,7327.768,1,745
15887.56,2117.068,10,746
10712.06,2091.874,10,747
4036.654,1952.397,0,748
4126.866,2159.114,0,749
4334.199,2113.746,0,750
3892.434,7492.171,1,751
4009.814,7386.998,1,752
4156.875,2075.812,0,753
4067.904,7401.518,1,754
4050.145,8165.083,1,755
4144.204,8474.053,1,756
4006.041,2092.794,0,757
4058.359,7816.611,1,758
4369.579,7305.711,1,759
4354.517,6951.431,1,760
3950.858,7996.863,1,761
3912.842,7486.372,1,762
4248.934,7200.993,1,763
3944.764,2011.861,0,764
3980.44,7868.388,1,765
4099.626,2135.694,0,766
4008.69,7047.474,1,767
3905.653,7494.197,1,768
3883.436,8260.808,1,769
3966.129,1945.403,0,770
4025.677,7835.197,1,771
3994.86,2027.638,0,772
4011.42,7442.471,1,773
4136.553,7446.254,1,774
4169.167,2190.438,0,775
4016.015,7295.659,1,776
4244.538,7733.648,1,777
4242.744,2138.789,0,778
3848.325,7455.477,1,779
4039.12,1963.971,0,780
4087.252,2182.231,0,781
4008.926,7559.041,1,782
4162.15,2113.055,0,783
4109.493,7471.286,1,784
3967.667,7656.48,1,785
4020.339,7382.515,1,786
4147.874,7546.589,1,787
3914.271,8432.595,1,788
3976.124,2022.407,0,789
4250.889,7252.733,1,790
4073.04,6622.887,1,791
3891.833,7376.433,1,792
3933.541,1959.354,0,793
4088.474,1928.71,0,794
4016.781,2002.759,0,795
3996.295,2066.017,0,796
4348.685,2042.85,0,797
3994.593,1997.99,0,798
11113.42,2172.321,10,799
3912.19,7209.394,1,800
3954.093,2061.381,0,801
4019.39,8212.489,1,802
4190.457,2093.755,0,803
3918.013,7353.588,1,804
4056.098,1944.777,0,805
4038.192,7582.874,1,806
4121.891,7116.457,1,807
4414.273,2123.794,0,808
4285.233,2012.112,0,809
10856.01,2123.424,10,810
3934.98,7983.918,1,811
4084.009,2106.773,0,812
4099.925,2017.837,0,813
3984.68,7879.812,1,814
3876.769,7720.606,1,815
3960.078,7022.406,1,816
3940.826,6796.36,1,817
3914.989,7585.24,1,818
3968.017,7213.808,1,819
3975.915,7355.725,1,820
4075.562,2091.848,0,821
4088.789,1986.276,0,822
4386.972,2050.839,0,823
4097.401,2137.153,0,824
3930.714,7727.439,1,825
3987.364,7445.586,1,826
3961.629,7248.766,1,827
3974.191,7310.846,1,828
10666.22,7360.087,11,829
3987.677,1935.626,0,830
15096.08,7107.771,11,831
4039.856,1955.998,0,832
3994.526,7257.646,1,833
3826.69,7594.244,1,834
4115.637,2029.767,0,835
4144.519,7360.844,1,836
4131.384,1951.597,0,837
4207.322,2182.78,0,838
4092.294,7461.589,1,839
4004.169,8044.145,1,840
4219.803,7279.394,1,841
4267.973,7509.319,1,842
4213.595,2100.191,0,843
4000.438,7630.892,1,844
4072.175,7230.705,1,845
3956.321,7389.34,1,846
4116.082,7490.713,1,847
4099.691,7476.025,1,848
4349.287,2081.255,0,849
4201.586,7541.605,1,850
4151.369,1979.437,0,851
4030.254,8098.021,1,852
4142.434,1992.636,0,853
3971.455,8062.162,1,854
4067.952,7758.077,1,855
4100.897,8088.718,1,856
4338.468,2086.579,0,857
4109.889,8218.943,1,858
10784.25,8018.606,11,859
4055.667,8028.369,1,860
3909.146,7319.499,1,861
3937.27,7593.39,1,862
14974.05,8173.805,11,863
13294.58,6963.388,11,864
4129.827,8043.746,1,865
4133.433,7420.802,1,866
4042.823,7570.565,1,867
4078.672,7868.654,1,868
4147.634,7466.671,1,869
3972.521,7332.602,1,870
4134.47,8126.172,1,871
3985.988,8130.026,1,872
3969.392,1988.038,0,873
16026.81,8330.037,11,874
4156.017,2142.853,0,875
4173.033,7318.303,1,876
4242.506,7417.844,1,877
4093.791,8496.055,1,878
3907.814,7741.572,1,879
4195.013,2129.469,0,880
4043.826,7171.016,1,881
4157.574,2140.477,0,882
4024.006,7719.792,1,883
3967.378,7424.899,1,884
4218.077,7201.651,1,885
4329.015,2128.95,0,886
3995.468,7426.733,1,887
4051.646,7587.111,1,888
3924.132,7758.024,1,889
3989.192,8394.89,1,890
4191.215,2293.976,0,891
4028.868,7025.439,1,892
4048.289,1998.535,0,893
4032.691,7631.359,1,894
3919.827,7803.489,1,895
4056.351,2169.781,0,896
4006.75,6905.381,1,897
3945.093,7854.691,1,898
10781.5,2012.328,10,899
4122.825,6966.962,1,900
4090.076,7167.432,1,901
3952.918,7164.784,1,902
4032.531,6991.893,1,903
4092.617,7475.015,1,904
4134.913,2066.024,0,905
4384.277,7129.125,1,906
4050.913,7342.292,1,907
4053.975,2095.558,0,908
4123.456,1967.313,0,909
4034.56,7849.569,1,910
4059.908,1988.343,0,911
4057.863,6300.63,1,912
3993.799,1944.857,0,913
4071.452,7845.787,1,914
4275.091,7374.104,1,915
4017.125,2040.1,0,916
4099.528,7359.704,1,917
4024.667,1991.391,0,918
4067.559,2029.423,0,919
4165.033,2135.111,0,920
4075.459,7975.96,1,921
4003.536,6914.969,1,922
3998.96,2030.56,0,923
4134.65,7110.281,1,924
4049.189,7360.539,1,925
11012.35,7746.209,11,926
3913.405,7541.241,1,927
3929.355,7339.959,1,928
3900.777,8180.327,1,929
4102.137,2002.422,0,930
4009.715,7179.118,1,931
4043.246,2050.332,0,932
4026.026,7534.693,1,933
3925.975,8236.71,1,934
4149.7,2048.051,0,935
4260.164,2098.923,0,936
4114.615,2112.91,0,937
4125.661,2084.271,0,938
4460.888,7420.614,1,939
4147.546,2225.376,0,940
4008.682,7779.52,1,941
4095.53,8280.346,1,942
4225.409,2226.474,0,943
4048.187,1893.907,0,944
4320.039,7479.396,1,945
4084.602,1988.907,0,946
4101.415,7349.514,1,947
4118.083,2077.271,0,948
4109.872,7339.388,1,949
4103.483,1946.712,0,950
3894.919,7473.946,1,951
4032.545,7824.896,1,952
4137.844,7024.589,1,953
4122.585,2015.035,0,954
4067.61,7634.5,1,955
3995.849,2023.994,0,956
9883.521,7021.614,11,957
3931.762,7503.528,1,958
3990.269,7911.375,1,959
3923.38,7190.627,1,960
4302.818,7120.184,1,961
4247.154,6993.91,1,962
4230.997,7306.116,1,963
3955.111,1995.926,0,964
4028.782,7785.07,1,965
4178.631,1937.931,0,966
13361.7,7087.214,11,967
4208.788,2163.144,0,968
3990.593,7271.86,1,969
9314.729,2187.718,10,970
4213.538,2241.656,0,971
3963.031,7501.971,1,972
3990.804,1961.234,0,973
4114.039,7925.537,1,974
4043.557,1987.648,0,975
4186.413,2075.665,0,976
3988.677,7994.348,1,977
4227.354,2178.668,0,978
4140.483,7297.124,1,979
4062.013,2077.003,0,980
4452.041,2154.972,0,981
4033.273,2027.029,0,982
4067.866,2017.986,0,983
4123.696,2027.436,0,984
3891.501,7420.127,1,985
4095.726,2146.178,0,986
3918.293,7340.015,1,987
4131.171,2247.231,0,988
11171.28,7438.599,11,989
3996.637,7114.044,1,990
4009.713,7947.581,1,991
4100.157,1983.744,0,992
3970.453,2108.036,0,993
4019.313,8175.144,1,994
4069.564,7312.348,1,995
4097.139,2127.81,0,996
4050.421,7653.744,1,997
