Ch1,Ch2,Cluster,droplet
3898.44,7337.447,1,2772
11167.95,7494.572,11,2773
11532.14,7760.817,11,2774
3938.13,7207.475,1,2775
4159.892,7350.727,1,2776
4129.327,8268.435,1,2777
4081.871,8414.265,1,2778
3964.4,7337.145,1,2779
10998.29,7959.344,11,2780
4176.232,7269.819,1,2781
3927.856,8101.152,1,2782
11550.49,8182.411,11,2783
3857.807,8104.098,1,2784
3988.852,7903.947,1,2785
4081.36,2207.746,0,2786
4109.406,1980.136,0,2787
3812.46,7934.586,1,2788
4061.568,7977.056,1,2789
11564.49,8415.077,11,2790
11026.25,7579.305,11,2791
4007.828,8428.448,1,2792
10563.64,7615.944,11,2793
3906.546,7934.776,1,2794
3945.808,7608.319,1,2795
11033.03,1938.696,10,2796
4082.08,7745.687,1,2797
11609.22,7630.839,11,2798
4001.945,7154.487,1,2799
10958.36,7393.781,11,2800
4063.971,7406.243,1,2801
10997.01,7176.304,11,2802
11205.01,7542.74,11,2803
3875.573,7314.022,1,2804
11275.31,7945.057,11,2805
11532.96,8395.251,11,2806
4060.509,2183.054,0,2807
10738.27,7517.698,11,2808
4078.859,7490.815,1,2809
10728.65,7479.526,11,2810
3932.767,8408.323,1,2811
10706.94,7090.638,11,2812
3986.644,7998.668,1,2813
3865.778,7697.274,1,2814
4074.088,2220.592,0,2815
3877.204,7601.734,1,2816
10741.2,7057.011,11,2817
11108.74,7707.39,11,2818
11533.24,7971.04,11,2819
11501.26,8301.348,11,2820
4038.08,6747.466,1,2821
4029.486,7873.183,1,2822
4010.662,7898.502,1,2823
3820.23,7373.063,1,2824
3891.335,8260.351,1,2825
10783.05,7689.892,11,2826
3963.905,7588.889,1,2827
4008.631,7701.618,1,2828
10950.29,7284.514,11,2829
4080.004,7660.903,1,2830
11323.57,8174.814,11,2831
4159.227,7966.244,1,2832
11836.29,8302.996,11,2833
11524.06,2047.277,10,2834
3988.472,8269.805,1,2835
11682.38,7716.83,11,2836
11168.66,7484.157,11,2837
4146.657,2068.352,0,2838
4030.901,1968.047,0,2839
11026.08,7427.264,11,2840
3897.109,7571.626,1,2841
11216.4,7508.505,11,2842
3886.977,7784.299,1,2843
3902.685,7491.545,1,2844
3923.514,8417.691,1,2845
11810.37,2069.938,10,2846
11401.1,7578.466,11,2847
11119.24,7824.903,11,2848
4076.678,7134.417,1,2849
3821.248,7931.728,1,2850
3933.916,6941.739,1,2851
11069.61,7744.487,11,2852
10813.85,7777.831,11,2853
11013.42,7295.415,11,2854
3920.959,7731.132,1,2855
11175.15,8147.383,11,2856
11167.14,8079.67,11,2857
3875.423,7649.647,1,2858
11745.24,8285.124,11,2859
3953.647,7834.037,1,2860
3941.403,1981.965,0,2861
10214.58,7233.995,11,2862
10942.69,7249.334,11,2863
10916.45,7599.01,11,2864
10437.41,7578.331,11,2865
11321.11,8265.033,11,2866
10751.5,7298.931,11,2867
3872.471,7968.334,1,2868
3888.36,7769.523,1,2869
10608.39,7908.938,11,2870
3906.325,7862.916,1,2871
11160.6,1926.541,10,2872
3797.746,7883.977,1,2873
3932.593,7960.946,1,2874
10981.5,7480.161,11,2875
10704.47,7382.333,11,2876
4014.043,7755.685,1,2877
11527.2,8094.16,11,2878
11251.6,7841.053,11,2879
3918.08,7859.374,1,2880
3997.135,7423.074,1,2881
3827.059,7433.188,1,2882
11438.24,8099.916,11,2883
11812.55,8770.111,11,2884
3929.152,7442.151,1,2885
3959.458,7817.396,1,2886
3740.882,7575.492,1,2887
10807.64,7692.92,11,2888
11440.29,7989.9,11,2889
3941.261,7415.958,1,2890
3912.83,7051.881,1,2891
3970.156,8159.442,1,2892
10571.87,7203.323,11,2893
3935.863,7075.985,1,2894
11258.38,7856.781,11,2895
10754.06,7447.219,11,2896
4385.5,7362.021,1,2897
11714.6,8529.961,11,2898
3989.911,7418.185,1,2899
3919.046,8149.184,1,2900
10973.18,8121.229,11,2901
3893.765,7672.604,1,2902
3851.238,6741.006,1,2903
3885.369,7460.191,1,2904
4154.438,7107.099,1,2905
11159.77,7829.156,11,2906
3936.803,7786.547,1,2907
3956.021,7479.28,1,2908
11756.36,8230.798,11,2909
11104.77,7576.394,11,2910
11647.51,1902.934,10,2911
10993.99,7478.508,11,2912
4022.506,8132.6,1,2913
11256.47,7398.795,11,2914
11250.11,7986.47,11,2915
11123.94,7859.979,11,2916
3980.869,7357.813,1,2917
3964.949,2016.24,0,2918
10516.73,7564.053,11,2919
3943.042,7244.824,1,2920
4081.375,2105.055,0,2921
4144.182,2072.454,0,2922
4018.233,8259.342,1,2923
10609.42,7443.556,11,2924
11031.93,7584.25,11,2925
3918.16,8070.965,1,2926
10921.09,7730.47,11,2927
3921.655,7710.441,1,2928
3981.099,7420.597,1,2929
3907.118,7396.914,1,2930
11339.93,8054.188,11,2931
10990.18,7766.574,11,2932
11059.25,7853.649,11,2933
3977.773,7599.054,1,2934
4053.927,7734.94,1,2935
3936.234,8091.8,1,2936
10667.04,7886.693,11,2937
3981.297,8071.266,1,2938
3891.721,7064.363,1,2939
4034.303,7348.078,1,2940
4062.106,8230.268,1,2941
3871.558,7335.852,1,2942
3833.806,7267.078,1,2943
11090.77,8084.714,11,2944
3943.966,7569.934,1,2945
10950.46,2090.032,10,2946
4026.354,7647.829,1,2947
3960.405,7645.898,1,2948
10918.02,7550.901,11,2949
10888.68,8087.025,11,2950
4142.661,7212.076,1,2951
3934.429,7470.326,1,2952
3958.645,7934.424,1,2953
4064.034,2079.79,0,2954
4150.216,7469.554,1,2955
4235.524,7764.146,1,2956
3971.54,8533.192,1,2957
3905.902,8172.577,1,2958
3874.339,7808.625,1,2959
3987.553,7748.183,1,2960
3904.828,7931.996,1,2961
4024.66,8281.455,1,2962
10776.1,7636.759,11,2963
10398.8,1894.29,10,2964
11173.16,7991.011,11,2965
3870.208,7073.88,1,2966
11385.44,7682.867,11,2967
4204.588,7238.507,1,2968
4147.553,7358.193,1,2969
3901.642,6971.111,1,2970
10867.05,6922.66,11,2971
10913.7,7390.905,11,2972
11276.17,7822.078,11,2973
10663.58,7381.31,11,2974
3968.453,7728.127,1,2975
10995.3,8182.404,11,2976
10710,7082.201,11,2977
3967.137,7520.751,1,2978
10828.42,1856.863,10,2979
10681.46,7207.478,11,2980
3828.335,7621.762,1,2981
3953.219,7552.138,1,2982
3940.624,7486.205,1,2983
10982.69,7818.873,11,2984
10933.71,7836.372,11,2985
10640.67,2225.111,10,2986
3949.172,8002.894,1,2987
11383.66,8061.761,11,2988
4143.365,2155.637,0,2989
10947.93,7881.151,11,2990
11623.19,8302.612,11,2991
11176.12,7367.727,11,2992
10357.61,7899.122,11,2993
4328.027,7700.396,1,2994
3943.981,7376.768,1,2995
3922.878,7986.287,1,2996
3929.04,7382.624,1,2997
3869.039,7743.267,1,2998
3955.74,7785.613,1,2999
4263.517,7435.12,1,3000
11178.15,7617.882,11,3001
11995.82,8580.988,11,3002
11412.42,7663.74,11,3003
3999.92,7837.188,1,3004
10936.57,7537.414,11,3005
11512.75,8233.616,11,3006
4025.837,8325.074,1,3007
11644.63,8554.186,11,3008
3868.104,7628.987,1,3009
11037.78,7511.596,11,3010
10977.07,7260.941,11,3011
4011.102,2002.518,0,3012
4073.204,2084.472,0,3013
4124.751,7435.179,1,3014
4011.953,7374.636,1,3015
11143.2,7417.869,11,3016
10577.41,7813.065,11,3017
11504.71,7875.829,11,3018
11023.55,7493.017,11,3019
3874.18,7518.954,1,3020
4009.26,8109.656,1,3021
3958.494,8050.375,1,3022
4397.8,7582.598,1,3023
3948.016,8191.033,1,3024
4176.168,7599.047,1,3025
10448.7,7354.414,11,3026
10712.21,7636.676,11,3027
10857.67,7729.001,11,3028
10933.59,7681.456,11,3029
3910.543,7497.578,1,3030
10629.66,7243.684,11,3031
3980.128,7927.37,1,3032
11326.71,7994.395,11,3033
10569.95,7187.742,11,3034
3941.078,7978.118,1,3035
3971.893,7798.232,1,3036
10509.96,2242.041,10,3037
11644.78,8386.708,11,3038
10880.74,7647.076,11,3039
3918.226,8480.382,1,3040
10884.65,7784.821,11,3041
4026.661,7682.143,1,3042
11459.35,7532.664,11,3043
3987.834,7962.632,1,3044
4015.116,7814.988,1,3045
10645.26,7371.9,11,3046
4022.719,7843.415,1,3047
12127.49,8491.343,11,3048
4023.7,8072.428,1,3049
3900.817,8344.578,1,3050
3888.736,6872.326,1,3051
11015.84,7930.823,11,3052
3980.022,8173.199,1,3053
4228.612,2143.708,0,3054
3924.71,7529.671,1,3055
11489.04,8234.524,11,3056
3865.13,7784.122,1,3057
3868.93,7343.917,1,3058
10597.55,7300.031,11,3059
4039.662,7938.981,1,3060
4266.421,7432.19,1,3061
10316.33,7708.718,11,3062
4000.66,8136.348,1,3063
3851.889,7753.024,1,3064
11068.61,8014.448,11,3065
3986.332,8036.27,1,3066
11562.28,8496.477,11,3067
10593.06,7331.561,11,3068
3879.681,7665.384,1,3069
3957.201,7449.799,1,3070
10931.07,7365.912,11,3071
3886.29,7891.909,1,3072
11399.99,8293.93,11,3073
11079.64,7610.979,11,3074
11895.42,8455.286,11,3075
10761.49,2098.609,10,3076
3918.68,7768.155,1,3077
11502.68,8170.115,11,3078
4040.598,8210.053,1,3079
11374.54,8026.694,11,3080
3964.724,7845.857,1,3081
10691.98,7192.477,11,3082
10980.73,7562.688,11,3083
11053.61,7921.348,11,3084
11241.81,7773.522,11,3085
4016.532,2005.527,0,3086
4075.723,7429.885,1,3087
11342.39,7828.715,11,3088
3970.787,7516.62,1,3089
3982.913,8361.102,1,3090
10009.35,7103.585,11,3091
4101.804,8024.212,1,3092
10588.67,7561.636,11,3093
10860.89,7415.526,11,3094
3929.93,7920.88,1,3095
10733.75,7069.118,11,3096
10877.18,7677.666,11,3097
3937.422,7380.448,1,3098
10412.26,7348.252,11,3099
10221.91,7441.879,11,3100
10333.71,7078.006,11,3101
11198.26,7956.141,11,3102
4065.995,8442.628,1,3103
4167.056,7750.995,1,3104
4004.223,7966.255,1,3105
3971.353,7646.769,1,3106
11214.98,7332.718,11,3107
11760.61,8367.733,11,3108
10989.57,7624.691,11,3109
4223.735,7144.303,1,3110
4031.388,7773.168,1,3111
11374.54,8054.673,11,3112
3958.041,8208.152,1,3113
10432.43,7291.711,11,3114
3969.99,6996.114,1,3115
11204.82,7809.382,11,3116
3942.742,8447.891,1,3117
3963.135,7852.364,1,3118
11686.28,7942.081,11,3119
3969.799,8404.966,1,3120
10763.29,7747.988,11,3121
3964.182,8433.935,1,3122
4016.473,8203.482,1,3123
4019.998,7661.823,1,3124
10962.47,7400.95,11,3125
3922.532,7348.853,1,3126
3909.42,7313.968,1,3127
11131.06,8055.531,11,3128
4088.198,8104.651,1,3129
3950.808,7088.889,1,3130
10548.3,7737.554,11,3131
3980.532,7386.369,1,3132
10418.89,7440.035,11,3133
3897.469,7924.629,1,3134
10366.06,2114.098,10,3135
3996.199,8051.678,1,3136
10413.86,7384.039,11,3137
10980.07,7787.285,11,3138
4116.563,7711.391,1,3139
3887.139,7380.983,1,3140
3982.563,7434.704,1,3141
3877.883,6998.654,1,3142
3964.827,7484.576,1,3143
4083.148,7882.34,1,3144
3852.363,7320.441,1,3145
10589.55,7674.408,11,3146
10691.5,7502.849,11,3147
4108.155,7547.805,1,3148
3899.041,7442.593,1,3149
11472.57,7847.616,11,3150
10815.01,7345.773,11,3151
3958.573,7639.727,1,3152
3993.338,8276.834,1,3153
3951.294,7128.771,1,3154
11058.7,7758.916,11,3155
4248.885,7667.481,1,3156
11344.54,8070.592,11,3157
11261.58,7457.114,11,3158
11313.12,1955.062,10,3159
4063.816,2088.017,0,3160
3935.676,7446.44,1,3161
3970.756,7611.601,1,3162
3902.601,7070.862,1,3163
4158.45,2127.678,0,3164
10396.78,7862.847,11,3165
11098,7971.77,11,3166
4060.406,7491.052,1,3167
4137.508,2155.265,0,3168
10692.39,8032.24,11,3169
3957.205,8078.026,1,3170
3937.869,7185.251,1,3171
4020.586,7820.242,1,3172
3924.96,6994.517,1,3173
3813.41,7919.478,1,3174
3862.322,7768.035,1,3175
4053.985,7797.288,1,3176
3999.511,7410.659,1,3177
3949.852,7489.724,1,3178
11300.71,7424.827,11,3179
3960.987,8232.98,1,3180
3951.827,8132.01,1,3181
4159.546,2046.335,0,3182
10824.71,8068.507,11,3183
3951.331,8232.338,1,3184
4076.793,7515.976,1,3185
3977.861,8277.974,1,3186
4023.336,7447.251,1,3187
3997.882,7378.46,1,3188
3968.439,8231.853,1,3189
4081.773,7834.97,1,3190
4102.355,7871.77,1,3191
10593.89,7274.742,11,3192
4276.045,7461.018,1,3193
4012.153,7560.949,1,3194
3927.646,7864.829,1,3195
11347.3,8293.584,11,3196
10494.94,8016.4,11,3197
3967.894,7715.882,1,3198
4345.291,2199.794,0,3199
10910.7,7588.953,11,3200
3946.177,7511.746,1,3201
4112.545,7608.78,1,3202
13663.8,10310.35,11,3203
4123.259,2202.117,0,3204
10722.78,7825.501,11,3205
3883.975,8067.73,1,3206
4078.058,2117.635,0,3207
11926.99,8479.656,11,3208
11763.35,7803.477,11,3209
11325.24,8246.23,11,3210
4063.015,8179.055,1,3211
3898.654,7429.038,1,3212
4044.401,7889.276,1,3213
3865.042,7606.477,1,3214
11479.46,8266.394,11,3215
3983.027,8013.589,1,3216
10880.53,7759.466,11,3217
11475.54,8309.256,11,3218
3963.387,8159.173,1,3219
11000,8011.169,11,3220
3998.265,7505.328,1,3221
4011.853,7671.216,1,3222
3949.272,2120.574,0,3223
10821.18,7398.451,11,3224
3964.589,8080.834,1,3225
10914.04,7549.756,11,3226
3866.757,7347.984,1,3227
4148.643,7147.143,1,3228
10852.52,7528.058,11,3229
11280.67,7597.64,11,3230
4080.267,7644.852,1,3231
3891.205,8197.706,1,3232
11047.8,7592.061,11,3233
11214.42,7405.474,11,3234
3892.564,7410.279,1,3235
11434.21,7528.711,11,3236
10976.1,7513.213,11,3237
11156.49,8252.97,11,3238
11180.52,7647.643,11,3239
11069.27,7321.993,11,3240
10924.62,7373.475,11,3241
4063.591,7569.62,1,3242
4035.406,8326.501,1,3243
3960.151,7986.94,1,3244
11003.55,7804.882,11,3245
3890.531,7706.542,1,3246
4147.018,2133.553,0,3247
4194.722,7520.232,1,3248
4117.168,7606.692,1,3249
10773.54,7570.37,11,3250
3953.31,7126.021,1,3251
11143.47,7736.355,11,3252
10942.09,1969.708,10,3253
3930.554,7447.846,1,3254
4282.99,7356.181,1,3255
4023.33,7547.434,1,3256
3955.239,7971.342,1,3257
10737.47,7984.616,11,3258
3912.011,8088.923,1,3259
3910.201,7200.212,1,3260
11426.22,8084.69,11,3261
4145.476,1960.262,0,3262
11315.13,7730.972,11,3263
11047.44,7856.559,11,3264
3990.124,7799.064,1,3265
3914.498,6992.843,1,3266
3973.631,8219.54,1,3267
9826.237,7145.42,11,3268
10892.92,2192.999,10,3269
4040.29,8293.883,1,3270
11547.96,7845.375,11,3271
11648.95,8161.229,11,3272
3987.775,7178.304,1,3273
3966.13,7321.533,1,3274
11178,8067.583,11,3275
3863.743,8568.714,1,3276
10972.83,7638.184,11,3277
4061.504,7513.481,1,3278
3835.343,7684.163,1,3279
3915.096,8084.845,1,3280
3997.191,8054.594,1,3281
10932.11,7468.475,11,3282
4101.323,8359.933,1,3283
10775.04,7603.103,11,3284
4015.861,8297.673,1,3285
3997.368,7711.874,1,3286
10897.47,2104.045,10,3287
3943.025,7179.254,1,3288
11222.55,7381.762,11,3289
4020.457,8033.319,1,3290
3909.207,7888.523,1,3291
10749.06,7604.155,11,3292
3920.649,7999.107,1,3293
4100.383,7705.613,1,3294
10272.84,2112.19,10,3295
10964.34,7856.013,11,3296
4183.569,8006.02,1,3297
3970.938,7435.268,1,3298
4008.104,7465.485,1,3299
4095.467,7134.626,1,3300
3921.157,7427.108,1,3301
4121.762,7433.45,1,3302
3900.746,7899.72,1,3303
11135.69,7730.065,11,3304
4009.343,7732.065,1,3305
10926.01,7490.186,11,3306
10966.39,7954.502,11,3307
9746.483,2064.604,10,3308
4005.318,8203.296,1,3309
11539.56,2183.767,10,3310
3876.641,8250.346,1,3311
4029.608,2070.164,0,3312
4276.737,7808.961,1,3313
4065.856,8119.397,1,3314
3931.792,7369.41,1,3315
4031.119,7952.66,1,3316
3990.843,8147.442,1,3317
3938.1,8301.072,1,3318
12052.58,8276.214,11,3319
10838.61,7607.519,11,3320
11016.12,7687.41,11,3321
11179.57,8307.707,11,3322
11237.64,2023,10,3323
11314.24,7609.066,11,3324
3958.703,8067.842,1,3325
11201.54,2080.797,10,3326
3965.749,7366.183,1,3327
3848.445,7872.268,1,3328
10881.06,7683.459,11,3329
3889.452,7467.722,1,3330
11030.62,8014.053,11,3331
11317.81,8240.587,11,3332
3956.755,8367.831,1,3333
3893.54,8030.952,1,3334
3963.135,8174.672,1,3335
3981.139,7661.402,1,3336
3919.649,7713.16,1,3337
3978.799,7776.892,1,3338
10706.06,7732.232,11,3339
3849.512,7872.879,1,3340
11121.88,8034.625,11,3341
3988.843,7443.337,1,3342
10998.72,6930.067,11,3343
10893.79,7357.805,11,3344
11304.32,7719.896,11,3345
11274.17,2007.897,10,3346
3906.491,6982.294,1,3347
4092.612,7855.426,1,3348
4049.245,7398.261,1,3349
4399.938,2176.871,0,3350
11425.19,7448.859,11,3351
3821.336,7525.485,1,3352
10505.24,7889.642,11,3353
11065.41,7677.898,11,3354
11455.45,8180.208,11,3355
11232.06,7957.392,11,3356
4134.249,2103.778,0,3357
4013.016,7544.563,1,3358
4038.871,7935.193,1,3359
4030.645,7429.647,1,3360
11500.13,8054.273,11,3361
12005.41,8331.048,11,3362
3926.77,7818.734,1,3363
3986.115,1979.127,0,3364
11107.67,1931.501,10,3365
4037.568,7200.46,1,3366
3963.359,7434.634,1,3367
11154.62,7486.392,11,3368
11327.67,8083.608,11,3369
10913.86,6936.22,11,3370
4075.26,7214.503,1,3371
11220.44,7732.605,11,3372
4119.095,7750.35,1,3373
10857.43,7861.745,11,3374
10995.43,7456.749,11,3375
4050.177,7325.08,1,3376
3973.883,8108.4,1,3377
11896.44,8371.981,11,3378
3934.059,7416.493,1,3379
4113.417,8290.979,1,3380
11281.3,7816.896,11,3381
3928.166,7516.091,1,3382
10949.02,7566.719,11,3383
4262.884,7469.416,1,3384
3990.934,7167.772,1,3385
3961.629,8379.157,1,3386
11392.78,8086.244,11,3387
3914.937,7658.767,1,3388
10965.59,7524.989,11,3389
4019.641,8091.469,1,3390
3983.43,8408.992,1,3391
4022.896,7548.271,1,3392
4029.558,7940.457,1,3393
3994.168,7628.864,1,3394
4244.189,2182.905,0,3395
3964.969,7326.189,1,3396
3906.194,7934.63,1,3397
4002.416,8384.293,1,3398
10650.77,7125.802,11,3399
4052.495,7846.439,1,3400
3953.143,7429.751,1,3401
3934.271,7662.34,1,3402
3882.668,7247.04,1,3403
4054.874,7649.381,1,3404
4030.068,8078.724,1,3405
11039.22,7554.191,11,3406
4087.231,2021.589,0,3407
4112.747,2038.146,0,3408
4044.417,7724.112,1,3409
4103.858,8039.353,1,3410
10890.25,7436.597,11,3411
9467.447,7622.292,11,3412
4037.03,8244.231,1,3413
3882.427,7361.269,1,3414
3936.642,7517.807,1,3415
10198.62,1988.796,10,3416
3981.87,7853.698,1,3417
3926.117,7563.678,1,3418
10951.13,7820.927,11,3419
10610.19,2104.773,10,3420
4296.926,7650.009,1,3421
11337.82,8201.043,11,3422
10763.53,7345.039,11,3423
11302.45,8375.41,11,3424
11357.16,8166.861,11,3425
3917.385,7055.73,1,3426
3908.875,7481.942,1,3427
10581.66,7755.876,11,3428
3990.619,8139.486,1,3429
3846.463,7556.661,1,3430
3891.64,7198.689,1,3431
3989.426,8070.983,1,3432
10748.71,6994.147,11,3433
4156.442,7349.132,1,3434
10368.97,7709.025,11,3435
11285.41,8310.285,11,3436
3951.608,7871.745,1,3437
4062.812,7930.406,1,3438
4015.136,7729.902,1,3439
4001.64,7662.119,1,3440
4095.537,7594.356,1,3441
11430.29,8067.422,11,3442
4418.445,7107.235,1,3443
10730.95,7331.725,11,3444
3931.095,7985.417,1,3445
10690.02,7664.555,11,3446
3976.231,7105.286,1,3447
10943.06,7242.727,11,3448
3924.73,7693.881,1,3449
4012.172,7776.875,1,3450
3910.98,7840.538,1,3451
4013.388,7574.01,1,3452
4000.884,7251.525,1,3453
11120.65,7665.375,11,3454
10955.23,8296.76,11,3455
10941.84,7301.893,11,3456
3808.572,7454.31,1,3457
10991.08,7112.392,11,3458
4275.893,7489.996,1,3459
4133.776,7494.378,1,3460
3932.595,6979.121,1,3461
10937.04,7179.08,11,3462
4068.675,6993.632,1,3463
3939.131,8339.065,1,3464
4063.574,2057.054,0,3465
11423.11,7704.202,11,3466
11148.41,7480.798,11,3467
10831.24,7474.317,11,3468
3862.919,7450.62,1,3469
11195.78,7418.924,11,3470
4038.147,8427.346,1,3471
4092.534,7437.442,1,3472
4014.63,7469.958,1,3473
10538.58,7274.957,11,3474
11146.55,8066.266,11,3475
3930.292,7584.971,1,3476
11323.53,7294.021,11,3477
11373.08,1997.41,10,3478
11063.23,7727.561,11,3479
10871.38,7228.798,11,3480
11056.88,7651.941,11,3481
4014.783,7912.811,1,3482
11736.36,8134.698,11,3483
3942.348,8076.739,1,3484
10822.98,7428.357,11,3485
11641.29,2063.305,10,3486
3981.075,7037.271,1,3487
10812.06,2028.783,10,3488
3895.997,7841.165,1,3489
4110.001,2233.691,0,3490
3867.545,7470.465,1,3491
3998.819,7765.531,1,3492
4066.824,7638.67,1,3493
4032.349,2096.287,0,3494
10862.89,7644.426,11,3495
11430.85,7917.305,11,3496
11775.97,8213.806,11,3497
3960.843,7696.771,1,3498
10547.57,7478.166,11,3499
11653.44,8412.224,11,3500
4071.999,7734.342,1,3501
11298.18,7559.005,11,3502
11116.79,7533.432,11,3503
10837.9,7799.623,11,3504
11585.83,8346.564,11,3505
3916.995,7293.99,1,3506
10913.04,7632.463,11,3507
3920.803,7453.617,1,3508
11492.4,7853.714,11,3509
4139.254,7541.937,1,3510
11586,8389.798,11,3511
4048.845,7601.631,1,3512
3988.108,8119.903,1,3513
11283.17,8198.291,11,3514
3906.416,7566.955,1,3515
11037.59,2212.013,10,3516
3866.589,7487.032,1,3517
4139.271,2041.99,0,3518
3912.684,7673.842,1,3519
11289.43,7842.36,11,3520
4121.881,7707.25,1,3521
4152.014,7403.743,1,3522
3913.871,7974.717,1,3523
11014.64,1999.706,10,3524
4038.179,7772.175,1,3525
10787.2,7643.929,11,3526
4050.678,7618.634,1,3527
4105.102,8151.736,1,3528
11130.86,7761.142,11,3529
4070.169,7423.369,1,3530
4122.735,7513.968,1,3531
3953.609,7750.618,1,3532
3964.584,7853.702,1,3533
3969.396,6957.386,1,3534
11286.78,7952.424,11,3535
11152.48,8017.829,11,3536
4204.743,7499.913,1,3537
4075.058,2049.25,0,3538
11563.04,7575.994,11,3539
4074.522,7835.816,1,3540
11041.27,8101.179,11,3541
3992.994,7452.79,1,3542
3972.801,8031.424,1,3543
4043.82,8219.325,1,3544
4106.371,2008.368,0,3545
4048.516,8263.435,1,3546
3955.425,8307.48,1,3547
3946.856,2045.659,0,3548
4155.288,7712.45,1,3549
3977.121,7326.953,1,3550
10882.9,7648.316,11,3551
4062.457,2097.743,0,3552
4029.275,7585.713,1,3553
4078.54,7337.899,1,3554
3942.646,8182.955,1,3555
11380.61,7953.503,11,3556
3931.468,7674.561,1,3557
11327.62,8148.282,11,3558
4197.934,2256.711,0,3559
4136.135,7669.72,1,3560
10692.45,7009.5,11,3561
4129.401,7582.99,1,3562
4154.646,7784.885,1,3563
11426.43,8659.063,11,3564
4005.231,7326.942,1,3565
4042.169,7741.364,1,3566
11365.94,7988.918,11,3567
3924.271,7182.131,1,3568
10944.76,7783.929,11,3569
3997.754,8221.7,1,3570
10308.51,7580.764,11,3571
3916.903,7300.53,1,3572
3994.205,7905.197,1,3573
11280.24,7735.729,11,3574
10880.03,8114.054,11,3575
4038.452,8132.937,1,3576
3927.787,7401.319,1,3577
4096.36,7617.021,1,3578
10404.27,7717.238,11,3579
3852.367,8069.228,1,3580
10680.6,7611.002,11,3581
10560.02,7578.364,11,3582
11034.89,7841.75,11,3583
4116.075,7746.582,1,3584
4061.259,7748.366,1,3585
4042.284,7718.432,1,3586
11025.84,7814.509,11,3587
3928.93,8341.823,1,3588
11496.26,7837.187,11,3589
3971.015,7784.594,1,3590
4088.545,5947.998,1,3591
3797.535,8079.71,1,3592
10116.5,7330.596,11,3593
10805.57,1996.782,10,3594
3983.721,7870.339,1,3595
10840.02,8262.831,11,3596
3977.48,7223.682,1,3597
3922.122,7589.016,1,3598
11047.91,1833.803,10,3599
3928.927,7635.65,1,3600
11432.35,1865.416,10,3601
3822.898,7327.951,1,3602
10997.83,7764.516,11,3603
3891.444,7906.485,1,3604
4032.775,7833.794,1,3605
4025.456,7533.322,1,3606
3879.965,7623.789,1,3607
3947.254,8600.704,1,3608
4027.787,8451.202,1,3609
3949.065,7973.957,1,3610
10907.47,7638.624,11,3611
4029.362,8329.158,1,3612
4106.653,7635.929,1,3613
10823.96,7742.687,11,3614
4017.815,7772.662,1,3615
4696.77,8300.337,1,3616
10959.23,7927.212,11,3617
4024.535,2015.672,0,3618
4075.386,7586.626,1,3619
4072.812,7288.395,1,3620
11377.01,7801.737,11,3621
11132.27,7384.727,11,3622
3830.204,8045.5,1,3623
11354.11,7888.765,11,3624
3984.674,7676.043,1,3625
10832.48,7387.745,11,3626
10741.62,1994.534,10,3627
11305.23,8483.229,11,3628
3976.891,7661.133,1,3629
3927.533,7575.358,1,3630
11006.37,7903.359,11,3631
11080.42,7645.22,11,3632
11096.31,8156.121,11,3633
3900.967,7726.003,1,3634
4018.605,7605.047,1,3635
10654.72,7166.5,11,3636
4359.949,6818.309,1,3637
3918.169,7998.723,1,3638
11919.12,8722.47,11,3639
3927.183,7576.759,1,3640
10796.67,7768.579,11,3641
4046.89,8177.377,1,3642
11098.69,8083.292,11,3643
3918.064,8052.764,1,3644
3950.411,7664.675,1,3645
11068.94,7944.614,11,3646
10832.4,7347.477,11,3647
10796.27,7654.804,11,3648
11382.43,8212.827,11,3649
10836.59,7699.307,11,3650
11087.86,7487.717,11,3651
3957.88,7927.056,1,3652
3882.184,7838.817,1,3653
10371.67,7497.604,11,3654
3924.3,8121.549,1,3655
10902.88,7755.442,11,3656
3978.737,7592.072,1,3657
3857.747,7662.14,1,3658
4025.689,8018.004,1,3659
4016.438,8225.623,1,3660
4048.286,1940.77,0,3661
10684.76,7673.468,11,3662
11336.89,7908.063,11,3663
3984.886,8267.401,1,3664
3964.993,8172.463,1,3665
4104.161,7553.046,1,3666
11341.31,8378.177,11,3667
3915.715,7391.532,1,3668
3890.756,7972.94,1,3669
4014.779,7356.889,1,3670
10635.21,7364.198,11,3671
10834.42,7135.848,11,3672
10489.79,1917.797,10,3673
3886.423,7758.736,1,3674
3841.443,8118.88,1,3675
3973.466,8447.517,1,3676
4080.781,7273.818,1,3677
11113.42,7385.297,11,3678
10784.37,7264.229,11,3679
10700.42,7495.348,11,3680
3934.607,8407.29,1,3681
11659.69,8218.935,11,3682
4073.37,7988.646,1,3683
4025.223,7520.284,1,3684
11637.35,8041.921,11,3685
3980.565,2017.812,0,3686
3923.751,7852.84,1,3687
11694.17,8177.442,11,3688
10976.38,8559.901,11,3689
3816.456,8237.761,1,3690
10912.16,7649.48,11,3691
3967.875,7387.9,1,3692
4088.464,8424.306,1,3693
3943.638,8056.988,1,3694
10939.33,7887.253,11,3695
3874.927,7664.566,1,3696
3989.176,8011.48,1,3697
10953.13,7855.211,11,3698
11380.34,8067.739,11,3699
10875.86,7734.547,11,3700
3995.882,7950.109,1,3701
4121.752,7559.247,1,3702
3944.337,8196.908,1,3703
