Ch1,Ch2,Cluster_1_2,droplet
4045.902,7288.548,1,285
3986.548,7127.056,1,286
4069.365,7800.952,1,287
3964.566,7634.27,1,288
4032.208,7802.621,1,289
4015.732,7198.328,1,290
4216.319,7268.781,1,291
4153.194,8366.255,1,292
4072.595,7774.246,1,293
4493.329,2179.07,0,294
4166.791,7451.571,1,295
4285.831,7282.208,1,296
3986.94,8528.679,1,297
4016.061,7242.498,1,298
3985.73,7788.547,1,299
4064.816,2070.069,0,300
4415.211,7175.493,1,301
4198.949,7761.118,1,302
3985.602,8328.051,1,303
4287.968,7138.692,1,304
4422.547,2197.641,0,305
3960.968,7546.843,1,306
3921.011,7797.537,1,307
4112.958,1951.155,0,308
4082.816,2044.429,0,309
4263.209,2254.288,0,310
3968.218,8216.531,1,311
4143.495,2003.865,0,312
4171.103,7217.078,1,313
4196.911,2103.546,0,314
4079.304,7150.562,1,315
4104.138,8192.476,1,316
4075.356,7432.883,1,317
3938.24,8128.611,1,318
4116.484,2029.036,0,319
4001.943,7377.979,1,320
4073.726,1967.311,0,321
4124.918,7567.919,1,322
4345.049,2155.093,0,323
4103.233,7952.27,1,324
4096.243,1927.077,0,325
4061.83,7571.192,1,326
4492.346,2096.116,0,327
3980.891,7341.019,1,328
4073.72,7903.662,1,329
4118.033,7592.707,1,330
4188.048,7692.529,1,331
3892.621,7564.117,1,332
4191.152,2110.412,0,333
4217.12,7624,1,334
4013.879,7198.521,1,335
4258.512,7373.08,1,336
4030.199,7740.767,1,337
4097.467,7682.828,1,338
4148.602,7859.798,1,339
4005.015,7543.67,1,340
4066.211,8209.322,1,341
4138.874,2105.342,0,342
4017.321,7436.649,1,343
3946.781,7143.357,1,344
4168.904,8064.556,1,345
4019.785,7531.332,1,346
4296.537,2139.74,0,347
4044.565,7832.54,1,348
4087.899,7789.28,1,349
3936.847,7315.022,1,350
4141.467,8011.567,1,351
4125.521,8259.215,1,352
4057.455,2090.895,0,353
3981.577,6878.314,1,354
3981.06,7648.349,1,355
3984.391,7696.062,1,356
4015.682,7262.964,1,357
4125.133,2133.555,0,358
4050.204,1983.252,0,359
4272.478,7546.26,1,360
4024.116,7634.859,1,361
3982.148,7817.088,1,362
4155.036,7348.888,1,363
4068.864,7737.804,1,364
4182.29,7143.216,1,365
4229.852,7445.084,1,366
4171.309,2237.861,0,367
4107.361,7714.763,1,368
3996.861,7773.213,1,369
3936.112,7313.091,1,370
4247.564,7613.294,1,371
3982.752,7744.776,1,372
4035.883,8439.217,1,373
3986.459,7577.434,1,374
4163.161,7856.525,1,375
4211.17,2219.041,0,376
4226.543,7165.473,1,377
4166.939,2246.439,0,378
4177.24,2202.018,0,379
4301.99,2113.35,0,380
4498.464,2234.161,0,381
3990.785,7826.77,1,382
4261.42,7446.552,1,383
4276.955,2156.841,0,384
3931.312,7855.808,1,385
4523.82,2171.518,0,386
3946.07,7778.313,1,387
4180.7,2083.546,0,388
4046.888,8000.011,1,389
4164.407,8195.878,1,390
4043.49,7328.648,1,391
4026.129,7388.972,1,392
4212.747,7300.231,1,393
4015.25,7350.065,1,394
3993.075,6845.256,1,395
3929.446,7251.672,1,396
3944.096,7881.073,1,397
4103.164,1940.095,0,398
4064.407,7380.391,1,399
4155.659,7249.522,1,400
4089.82,2047.486,0,401
4114.609,1958.924,0,402
4297.284,7576.597,1,403
4094.833,7925.59,1,404
4255.564,7507.371,1,405
4004.714,7974.935,1,406
4109.594,6947.827,1,407
4280.373,2126.296,0,408
4046.793,8330.367,1,409
4435.186,7275.094,1,410
4329.129,7065.503,1,411
4033.629,7472.698,1,412
3989.569,7527.55,1,413
4164.034,8232.427,1,414
4401.575,7463.817,1,415
4255.343,7303.574,1,416
4172.748,8296.066,1,417
3995.524,7427.198,1,418
4092.364,2033.748,0,419
4013.234,7459.99,1,420
4150.464,7976.361,1,421
4144.205,7063.41,1,422
4270.345,2164.875,0,423
4033.835,2031.951,0,424
4184.977,7234.157,1,425
4084.425,7499.725,1,426
4124.352,2004.958,0,427
4082.824,7822.099,1,428
4034.899,7971.868,1,429
4352.985,2179.891,0,430
4062.305,7165.461,1,431
3990.687,7400.57,1,432
4101.12,7454.616,1,433
4007.054,7390.913,1,434
3986.175,7898.868,1,435
4178.818,2179.121,0,436
4070.376,7659.981,1,437
4257.032,7207.549,1,438
4331.58,7441.853,1,439
4124.918,7228.875,1,440
3994.355,7479.218,1,441
4125.243,7459.892,1,442
3991.722,8030.22,1,443
4412.498,7222.697,1,444
4076.723,2113.511,0,445
4092.608,7642.25,1,446
3999.536,7371.352,1,447
4021.171,7501.974,1,448
4126.358,7077.973,1,449
3861.679,7254.275,1,450
4075.209,1999.537,0,451
4093.388,7665.389,1,452
3932.673,7106.126,1,453
4005.529,7355.365,1,454
4088.861,2097.384,0,455
4042.791,7749.977,1,456
4187.024,2305.062,0,457
4092.882,7544.474,1,458
4068.604,1981.264,0,459
4015.765,7580.555,1,460
4108.646,2056.953,0,461
4079.308,2039.956,0,462
4112.543,7228.939,1,463
4024.306,7879.924,1,464
3964.521,7702.249,1,465
4029.914,7134.489,1,466
3933.838,1992.572,0,467
4144.07,8149.054,1,468
4094.507,2029.41,0,469
3972.439,7945.666,1,470
4019.843,8427.582,1,471
4222.396,7382.971,1,472
4052.808,1984.542,0,473
4064.923,7176.849,1,474
4162.241,7283.549,1,475
4141.414,2187.051,0,476
3908.177,7100.063,1,477
4079.655,7399.432,1,478
3927.383,7315.495,1,479
4054.514,8442.969,1,480
3954.145,7658.165,1,481
4024.108,7845.622,1,482
4022.356,1993.728,0,483
4212.823,2137.156,0,484
4015.875,2081.42,0,485
3965.316,8385.967,1,486
3967.88,7450.617,1,487
4002.316,7774.562,1,488
3894.448,7226.307,1,489
3929.825,7707.356,1,490
4287.958,7527.297,1,491
4112.353,7786.804,1,492
4181.017,7246.638,1,493
4045.685,7547.164,1,494
4103.4,2141.503,0,495
4117.705,1980.218,0,496
4176.37,2014.149,0,497
4026.19,7203.081,1,498
3928.383,7568.901,1,499
4046.329,7369.39,1,500
4219.692,7258.441,1,501
4032.587,2018.47,0,502
4049.462,8148.623,1,503
4208.054,2164.024,0,504
4189.605,7039.579,1,505
3907.676,7549.46,1,506
4074.884,7730.031,1,507
4083.715,7821.98,1,508
4133.954,2169.056,0,509
4051.757,8327.983,1,510
4429.685,2246.035,0,511
4180.026,7219.385,1,512
3915.852,7319.897,1,513
4066.494,7256.436,1,514
4008.005,1998.902,0,515
4056.472,7617.013,1,516
3953.919,7537.953,1,517
4110.791,2053.14,0,518
4069.604,7451.128,1,519
4528.887,2111.976,0,520
4065.864,7186.635,1,521
3951.102,7047.926,1,522
4254.532,7453.267,1,523
4090.5,7780.727,1,524
4444.164,7204.906,1,525
4237.985,7065.985,1,526
4236.763,7501.092,1,527
4226.724,2152.859,0,528
3954.629,7646.66,1,529
4391.721,2202.43,0,530
3965.602,7319.412,1,531
4073.352,8459.285,1,532
4101.255,7483.371,1,533
4105.91,8166.235,1,534
4089.381,7840.34,1,535
4044.605,2078.605,0,536
4111.405,2133.898,0,537
4157.515,7892.852,1,538
4012.324,7073.416,1,539
4248.083,7424.51,1,540
4338.28,7385.647,1,541
4162.819,2083.909,0,542
4025.96,7125.778,1,543
4190.114,2102.478,0,544
4220.023,7254.172,1,545
4008.492,7685.137,1,546
4151.065,7618.049,1,547
4204.566,2286.393,0,548
4191.836,2116.831,0,549
4092.097,2100.278,0,550
4081.437,7908.423,1,551
3990.327,2037.522,0,552
4015.58,7481.648,1,553
4010.76,7622.842,1,554
4016.064,7213.293,1,555
4209.911,2140.553,0,556
4053.617,7724.751,1,557
3959.047,7270.094,1,558
4062.476,7589.16,1,559
4045.476,7679.393,1,560
4080.977,2096.376,0,561
3997.729,8588.284,1,562
3936.929,8336.382,1,563
4032.422,7201.03,1,564
4024.439,7214.84,1,565
4412.321,7078.978,1,566
3921.984,7239.82,1,567
4111.551,7392.47,1,568
4091.287,8392.838,1,569
3961.713,7793.908,1,570
4020.85,7617.815,1,571
4056.19,2092.859,0,572
4091.928,2020.223,0,573
3919.065,7939.673,1,574
4005.422,7517.133,1,575
4227.984,2139.784,0,576
4120.092,8247.665,1,577
3971.785,7689.976,1,578
4001.683,7549.441,1,579
4205.263,2193.75,0,580
4165.682,7678.643,1,581
3988.582,6935.722,1,582
4007.583,7338.852,1,583
4061.677,6975.005,1,584
4025.352,7611.386,1,585
4387.233,7636.312,1,586
4009.297,1958.81,0,587
3933.34,7248.775,1,588
4034.201,7411.313,1,589
4041.253,2049.68,0,590
4049.788,7079.184,1,591
4075.404,8000.663,1,592
4115.699,1999.754,0,593
4075.518,7560.628,1,594
4287.113,2168.65,0,595
3927.724,7475.981,1,596
4348.167,7382.382,1,597
3874.69,7258.88,1,598
4018.858,1952.945,0,599
4021.216,7436.613,1,600
4064.985,8309.289,1,601
4082.958,7845.938,1,602
3983.361,7527.665,1,603
4056.729,8478.1,1,604
4226.911,2112.641,0,605
4335.438,2180.65,0,606
4098.365,2000.943,0,607
4459.81,7292.216,1,608
4122.046,2090.604,0,609
4104.881,2019.253,0,610
4154.265,8313.995,1,611
4059.233,1975.806,0,612
4100.065,7484.402,1,613
4060.311,2044.15,0,614
4167.007,1993.61,0,615
4138.359,1963.268,0,616
4292.08,7313.419,1,617
4086.657,7290.289,1,618
4384.264,2169.064,0,619
4226.553,2131.652,0,620
3976.313,7092.183,1,621
3927.048,7294.735,1,622
4049.832,7119.902,1,623
4027.393,7649.719,1,624
4108.103,7650.005,1,625
4051.151,7451.962,1,626
4078.831,2064.732,0,627
4008.109,7570.737,1,628
4124.087,2237.54,0,629
4140.5,7744.273,1,630
4055.236,7937.235,1,631
4244.665,7586.017,1,632
4224.813,7830.959,1,633
4071.07,8278.446,1,634
4264.258,2206.27,0,635
4066.841,7297.504,1,636
4217.42,2133.672,0,637
4151.428,7228.262,1,638
4017.02,7774.979,1,639
4081.332,6935.772,1,640
3971.922,7497.292,1,641
4120.697,1874.343,0,642
3947.673,7278.289,1,643
4152.093,8323.967,1,644
3939.778,7517.024,1,645
3960.601,7192.005,1,646
3978.502,2024.948,0,647
4392.154,7730.367,1,648
4385.52,7756.725,1,649
4147.476,2002.516,0,650
3971.252,7786.296,1,651
4323.676,2193.996,0,652
4021.638,7425.163,1,653
4039.042,7806.125,1,654
3967.736,7597.872,1,655
4000.39,7850.837,1,656
4058.109,1987.407,0,657
3962.489,7564.621,1,658
4019.28,7077.615,1,659
4220.344,7159.452,1,660
4053.082,2059.803,0,661
4159.078,7908.313,1,662
4131.709,2179.256,0,663
4044.698,8141.83,1,664
4065.618,7177.681,1,665
4208.08,2157.473,0,666
4037.208,7604.683,1,667
4090.116,8171.891,1,668
3903.404,7557.5,1,669
4484.452,2103.116,0,670
4007.58,2043.343,0,671
3912.832,7286.013,1,672
4054.159,8232.83,1,673
4165.262,2038.173,0,674
4097.308,7795.363,1,675
3999.92,2077.753,0,676
4075.135,2005.534,0,677
4013.661,7385.498,1,678
4434.452,2126.434,0,679
4127.258,8056.112,1,680
4090.985,7592.933,1,681
4112.667,2069.79,0,682
4182.195,7593.274,1,683
4094.148,7540.077,1,684
3999.895,6950.55,1,685
4041.751,7394.185,1,686
4005.724,7799.841,1,687
4231.051,2243.88,0,688
4125.319,7770.525,1,689
4103.415,2057.479,0,690
4071.967,8273.027,1,691
4356.021,7430.927,1,692
4082.111,7641.196,1,693
4128.728,7357.393,1,694
4197.901,2044.916,0,695
4058.434,7242.131,1,696
4453.676,7420.424,1,697
4495.398,2134.869,0,698
4032.358,2119.717,0,699
4040.045,1896.485,0,700
4015.84,7978.68,1,701
4035.548,1998.238,0,702
4048.141,7759.576,1,703
3943.34,7257.417,1,704
4149.418,2132.62,0,705
4096.807,2039.847,0,706
4109.333,7471.495,1,707
4009.023,7559.496,1,708
4073.519,7391.023,1,709
4085.941,1887.313,0,710
4069.239,1932.336,0,711
4069.305,7460.308,1,712
4044.122,8251.969,1,713
4286.403,2169.797,0,714
4082.662,7820.131,1,715
4079.655,7317.309,1,716
4350.629,2174.277,0,717
3981.807,7549.134,1,718
4064.15,2120.459,0,719
4087.099,7432.039,1,720
4053.422,2142.655,0,721
4042.025,1993.292,0,722
3952.708,7458.059,1,723
4037.251,6875.018,1,724
3975.63,2066.807,0,725
4069.307,2055.733,0,726
4228.317,2185.57,0,727
3990.472,8084.936,1,728
4073.005,2136.65,0,729
4287.696,7378.176,1,730
4332.871,7068.204,1,731
4154.97,2129.655,0,732
4061.296,2066.446,0,733
3938.554,7312.565,1,734
3980.148,7973.906,1,735
3965.721,7719.163,1,736
4301.887,7187.684,1,737
4104.182,8189.159,1,738
4029.393,1948.826,0,739
4061.987,7618.879,1,740
4419.891,2183.357,0,741
4077.892,7945.257,1,742
4083.344,8433.704,1,743
4098.23,7207.638,1,744
4394.087,7374.808,1,745
4080.515,8072.945,1,746
4030.376,7738.415,1,747
4102.432,7752.584,1,748
4028.658,7847.886,1,749
4048.935,7791.783,1,750
4035.868,2139.123,0,751
4316.302,7313.661,1,752
4065.748,8713.515,1,753
3898.219,7486.012,1,754
4015.469,7585.172,1,755
4036.922,7113.908,1,756
4052.399,7870.28,1,757
4282.803,2203.584,0,758
4058.568,1987.488,0,759
4040.405,7038.408,1,760
4081.579,7437.189,1,761
4023.434,7536.846,1,762
4018.313,7725.724,1,763
3937.279,8326.94,1,764
4056.493,2063.106,0,765
4536.671,7362.922,1,766
4047.521,7925.969,1,767
4056.256,7464.299,1,768
4011.026,7910.257,1,769
4041.223,7841.353,1,770
4377.667,7342.959,1,771
3972.91,7199.868,1,772
4020.825,8128.77,1,773
3983.329,7407.117,1,774
4209.708,7381.897,1,775
4068.078,7426.512,1,776
4076.573,7765.225,1,777
3995.861,7799.553,1,778
3931.032,7830.55,1,779
4369.727,7147.15,1,780
4060.365,6866.994,1,781
4074.723,2092.391,0,782
4049.783,8035.771,1,783
4105.586,2014.422,0,784
3991.677,7539.954,1,785
4203.117,2104.924,0,786
4052.595,1965.937,0,787
4277.301,2244.477,0,788
4132.895,7432.497,1,789
4195.94,2174.629,0,790
4079.933,7959.448,1,791
4080.701,8058.372,1,792
4409.986,2294.82,0,793
4086.868,7867.196,1,794
4291.206,2103.713,0,795
3967.408,7447.586,1,796
4056.927,7571.925,1,797
4178.642,7652.708,1,798
4021.138,7733.759,1,799
4250.647,2003.065,0,800
4104.947,7758.289,1,801
4040.157,8459.589,1,802
4234.358,2181.09,0,803
4019.258,1995.046,0,804
4151.545,2179.72,0,805
4041.929,2095.809,0,806
3995.398,7244.727,1,807
4270.763,5938.39,1,808
4044.21,7488.711,1,809
3988.666,7353.566,1,810
4263.383,2138.921,0,811
3935.437,7225.651,1,812
4039.677,8050.621,1,813
4161.28,8124.13,1,814
4346.062,2117.681,0,815
4274.7,7087.103,1,816
4056.538,6781.462,1,817
3906.444,8018.557,1,818
4062.277,7873.861,1,819
4404.518,7523.143,1,820
3994.034,7940.195,1,821
4070.865,7296.033,1,822
4464.565,7331.555,1,823
4022.936,7526.346,1,824
4059.376,7869.422,1,825
4023.147,7377.136,1,826
3997.33,7158.055,1,827
4082.97,2038.929,0,828
4011.06,7476.908,1,829
4024.619,8414.148,1,830
4109.615,2008.308,0,831
4192.209,8017.155,1,832
4333.877,7566.15,1,833
4056.297,7538.62,1,834
4207.698,7513.578,1,835
3927.56,7345.966,1,836
4179.998,2091.02,0,837
3962.576,7994.291,1,838
3917.853,7664.498,1,839
3977.218,7591.055,1,840
4131.607,7622.123,1,841
4111.678,2095.914,0,842
4090.594,1984.412,0,843
4030.694,8148.099,1,844
4095.02,2045.07,0,845
4033.438,7298.534,1,846
4007.704,7532.333,1,847
4124.437,1995.102,0,848
4334.318,7282.777,1,849
4076.803,7295.955,1,850
4076.098,8257.984,1,851
4105.527,6563.729,1,852
4088.611,7522.061,1,853
4046.124,7296.176,1,854
4066.772,2012.047,0,855
4433.745,2153.518,0,856
4019.748,7782.252,1,857
4102.879,8201.67,1,858
3967.778,7144.087,1,859
4161.188,2148.97,0,860
4185.47,2100.073,0,861
4156.185,2031.668,0,862
4061.561,1965.715,0,863
4168.313,2026.042,0,864
4134.471,2158.277,0,865
3956.704,7902.679,1,866
4068.173,7219.859,1,867
4050.38,7571.746,1,868
4080.097,2114.516,0,869
4011.892,7608.623,1,870
4054.457,1984.983,0,871
4264.414,7478.282,1,872
4124.817,2032.739,0,873
4258.016,2065.706,0,874
4027.198,7178.252,1,875
4057.222,7944.854,1,876
4005.906,8220.415,1,877
3921.125,7405.398,1,878
3949.263,7718.269,1,879
3944.371,6817.115,1,880
4158.063,7843.443,1,881
4249.801,7005.565,1,882
4040.631,7510.629,1,883
4138.448,2149.013,0,884
4027.936,7405.651,1,885
4012.777,2121.614,0,886
4036.989,7681.568,1,887
4215.741,2130.362,0,888
4125.18,2145.785,0,889
4049.399,7282.714,1,890
4143.728,7729.784,1,891
3984.715,7374.207,1,892
4074.779,2013.569,0,893
4114.878,7929.918,1,894
3916.775,7115.109,1,895
4572.344,7191.401,1,896
4102.416,7990.419,1,897
3892.618,7745.569,1,898
4046.86,8282.483,1,899
4053.431,2095.625,0,900
3935.648,7428.779,1,901
4052.137,7250.816,1,902
4242.703,7191.156,1,903
4044.77,8021.361,1,904
4017.588,7244.057,1,905
3975.872,7287.241,1,906
4367.112,2127.709,0,907
4293.597,7292.115,1,908
4043.567,8180.409,1,909
4026.52,6970.477,1,910
4194.866,7746.558,1,911
4117.511,1990.06,0,912
4014.005,7337.426,1,913
4015.596,7636.759,1,914
4406.605,2187.087,0,915
4110.297,7270.885,1,916
4458.789,2215.629,0,917
4343.85,7274.16,1,918
4172.782,7740.036,1,919
4216.463,2017.249,0,920
4219.3,1979.039,0,921
4241.73,2114.756,0,922
4071.59,2009.05,0,923
4190.489,2024.172,0,924
4243.348,2152.266,0,925
4144.821,2107.788,0,926
4126.748,2187.713,0,927
4002.093,7634.305,1,928
4090.518,2025.325,0,929
3807.968,7776.663,1,930
4134.235,8096.314,1,931
4233.735,7320.794,1,932
4190.641,2074.198,0,933
4180.57,2048.127,0,934
4029.56,8496.027,1,935
4020.57,7679.114,1,936
4049.259,7156.83,1,937
3918.779,7387.81,1,938
4090.317,2086.792,0,939
4048.326,1972.97,0,940
4020.823,1942.07,0,941
4088.473,2027.912,0,942
4092.355,2071.402,0,943
3936.358,7686.421,1,944
4094.86,2037.336,0,945
4021.043,7353.235,1,946
4063.628,7373.014,1,947
4044.753,7286.761,1,948
4061.836,7434.978,1,949
4107.211,8081.03,1,950
4002.799,7429.212,1,951
4071.454,1944.211,0,952
4057.399,7845.208,1,953
4077.183,8434.887,1,954
4009.445,7738.542,1,955
4277.593,2108.711,0,956
4061.702,7884.656,1,957
4117.781,1944.882,0,958
3997.212,2046.688,0,959
3995.427,7617.884,1,960
4087.106,7508.206,1,961
4008.531,7773.922,1,962
4092.377,7482.064,1,963
4107.549,1927.876,0,964
4034.131,7817.812,1,965
4126.398,7654.223,1,966
4033.289,1999.261,0,967
4026.349,7535.081,1,968
4101.431,7265.182,1,969
4029.843,7444.728,1,970
3993.635,7385.299,1,971
4111.724,7294.367,1,972
3997.715,7456.455,1,973
3941.854,6982.29,1,974
4161.792,2000.391,0,975
4009.501,7353.567,1,976
4155.335,2099.551,0,977
3894.272,7454.539,1,978
3961.284,7551.053,1,979
4395.114,7145.565,1,980
4165.13,2070.158,0,981
4161.09,2089.751,0,982
3932.972,7187.271,1,983
4011.55,7248.204,1,984
4010.088,7569.757,1,985
4201.057,2131.749,0,986
4122.052,8139.644,1,987
4249.103,7370.167,1,988
4007.917,7163.302,1,989
4050.948,7000.502,1,990
4134.377,2171.136,0,991
4064.108,8630.426,1,992
4421.527,7236.033,1,993
4140.046,7458.663,1,994
4084.215,7477.812,1,995
4113.284,8534.387,1,996
